"fulladdress","lon","lat"
"3-5 Windsor Rd, KELLYVILLE NSW 2155 AU",150.949569,-33.7098399
"1/3 Haldon St, Lakemba NSW 2195 AU",151.0763299,-33.9179636
"Cnr Zouch and Edward Streets, Young NSW 2594 AU",148.3019029,-34.310033
"254a Richardson Street, Spring Farm NSW 2570 AU",150.7298343,-34.0685077
"21-23 Cumberland Rd, Ingleburn NSW 2565 AU",150.871249,-33.9966818
"59-61 Pacific Highway, WAITARA NSW 2077 AU",151.1024596,-33.7106367
"39 Oaks Rd, Thirlmere NSW 2752 AU",150.5608786,-34.2013683
"32-36 Woodpark Rd, WOODPARK NSW 2164 AU",150.9633347,-33.8410479
"862 Hume Highway, Bass Hill NSW 2197 AU",150.9990874,-33.9010513
"110 Galston Rd., Hornsby Heights NSW 2077 AU",151.0983617,-33.6766615
"521 Carrington Road, LONDONDERRY NSW 2753 AU",150.7362905,-33.6448192
"832 Bringelly Road, Rossmore NSW 2557 AU",150.7701918,-33.9454001
"53 Durham Street, BATHURST NSW 2795 AU",149.5848755,-33.4168511
"822 King Georges Road & Joffre St, South Hurstville NSW 2220 AU",-74.3132936,40.5295384
"LOT 4 Bomen Rd, Cartwrights Hill NSW 2650 AU",147.4113147,-35.0732334
"269 Stewart Street, Bathurst NSW 2795 AU",149.5681035,-33.4181477
"335 Pacific Highway, Lake Munmorah NSW 2259 AU",151.5678083,-33.1900548
"134-138 New England Highway, RUTHERFORD NSW 2320 AU",151.5382961,-32.7204327
"116 Regent Street, Redfern NSW 2016 AU",151.1995896,-33.8937328
"422 Pacific Hwy, Artarmon NSW 2064 AU",151.1755967,-33.8113268
"24-42 King Georges Road, Wiley Park NSW 2195 AU",151.0665139,-33.9191884
"777 New South Head Rd, ROSE BAY NSW 2029 AU",151.2688115,-33.8705526
"461 Hume Hwy, Casula NSW 2170 AU",150.9119181,-33.9409096
"65 Bowral Rd, Mittagong NSW 2575 AU",150.4383585,-34.4524823
"24-26 Summerland Way, KYOGLE NSW 2474 AU",153.0038419,-28.6180925
"662 Windsor Rd (cnr Meriville Rd), Kellyville NSW 2155 AU",150.9279371,-33.699549
"Jersey Road (Plumpton Market Place), Plumpton NSW 2761 AU",150.8357251,-33.7455193
"472 CABRAMATTA RD, MOUNT PRITCHARD NSW 2170 AU",150.9123508,-33.8970376
"169 Willoughby Road, Naremburn NSW 2065 AU",151.2010466,-33.8199183
"1190 Old Windsor Rd Near Miami St (, Parklea NSW 2768 AU",150.9389157,-33.7241095
"321 Old South Head Rd, North Bondi NSW 2026 AU",151.2685837,-33.8846074
"Cnr Broadarrow & Penshurst Rds, Narwee NSW 2209 AU",151.0677698,-33.9488973
"99 Barrier Hwy, COBAR NSW 2835 AU",145.8302826,-31.4969756
"7A Sydney Road, Mudgee NSW 2850 AU",149.6001636,-32.6066059
"745 Main Rd, EDGEWORTH NSW 2285 AU",151.6212088,-32.9235339
"503 Lake Road, Argenton NSW 2284 AU",151.6307282,-32.9351936
"30 Bonds Road (Corner Romilly Street), Riverwood NSW 2210 AU",151.058322,-33.952357
"192-196 Waterloo Rd, Greenacre NSW 2190 AU",151.0570765,-33.906242
"140 Pacific Hwy, WYONG NSW 2259 AU",151.4256048,-33.2821226
"330 Miller St, CAMMERAY NSW 2062 AU",151.2088782,-33.8287863
"Kulnura LPO 4 Greta Rd, KULNURA NSW 2250 AU",151.2227475,-33.2245872
"41 Bruxner Highway, WEST BALLINA NSW 2478 AU",153.5171789,-28.8607364
"10 Pacific St, CRESCENT HEAD NSW 2440 AU",152.9742447,-31.1893173
"281 Hawkesbury Rd, Winmalee NSW 2777 AU",150.5995285,-33.6823809
"77 Medley St, Gulgong NSW 2852 AU",149.5322841,-32.3667342
"127 Victoria Rd, ROZELLE NSW 2039 AU",151.167653,-33.861967
"Sturt Highway, BALRANALD NSW 2715 AU",143.3900179,-34.6212157
"425 Crown Street, Wollongong West NSW 2500 AU",150.8798818,-34.4264537
"599 Old South Head Rd, Rose Bay NSW 2029 AU",151.2770108,-33.8692736
"998 Punchbowl Road, PUNCHBOWL NSW 2196 AU",151.0453615,-33.9321677
"381 Bilambil Road, Bilambil NSW 2486 AU",153.4664096,-28.2244904
"Corner Pacific Highway & London Drive, Wadalba NSW 2259 AU",-122.310378,47.3568133
"Corner Crown & Darling Streets, West Wollongong NSW 2500 AU",-113.9464083,43.3015531
"30-32 Mirrool Ave, YENDA NSW 2681 AU",146.1981365,-34.2494388
"370 Railway Parade, Carlton NSW 2216 AU",151.122047,-33.9692496
"96 Hoxton Park Rd, LURNEA NSW 2170 AU",150.9060396,-33.9276361
"144 Wentworth Street, Port Kembla NSW 2505 AU",150.9049148,-34.4838641
"60 Hill Road, LURNEA NSW 2170 AU",150.8965807,-33.9315947
"450 Great Western Hw, Faulconbridge NSW 2776 AU",150.5479036,-33.6942956
"62-64 Wamoon Ave, LEETON NSW 2705 AU",146.391217,-34.5510174
"585 Hume Hwy, YAGOONA NSW 2199 AU",151.0141158,-33.9060817
"12-14 Berowra Waters Rd, BEROWRA NSW 2081 AU",151.150554,-33.6233814
"133 Dora St, MORISSET NSW 2264 AU",151.4811032,-33.1117943
"29 Railway Parade, Henty NSW 2658 AU",147.0367348,-35.5189514
"3 Railway Pde, KOGARAH NSW 2217 AU",151.133258,-33.9616899
"2 Rawson Road, GUILDFORD NSW 2161 AU",151.0088382,-33.8636255
"64 Sydney Rd, KELSO NSW 2795 AU",149.606112,-33.4184418
"15 Minmi Road, Wallsend NSW 2287 AU",151.6660647,-32.8909428
"60 Johnson Street, Forbes NSW 2871 AU",148.0035053,-33.3756025
"898-902 Victoria Rd, West Ryde NSW 2114 AU",151.0947297,-33.8119226
"Hume Highway, Tarcutta NSW 2652 AU",147.7300336,-35.2771763
"662 Main Rd, EDGEWORTH NSW 2285 AU",151.6277824,-32.9256392
"1135 Pacific Highway, LAKE MUNMORAH NSW 2259 AU",151.5522249,-33.1864909
"948-950 Canterbury Rd, Roselands NSW 2196 AU",151.0779749,-33.9282434
"95 Ballantrae Drive, St Andrews NSW 2566 AU",150.833198,-34.0207225
"1 Brookfield Road, Minto NSW 2566 AU",150.8479658,-34.031538
"108 Sirus Drive, Lakewood NSW 2443 AU",152.7557895,-31.6348731
"147 St, TORONTO NSW 2283 AU",151.582583,-33.016194
"130 Albury Street, Holbrook NSW 2644 AU",147.31635,-35.721045
"105 Wollombi Rd, CESSNOCK NSW 2325 AU",151.3430306,-32.8392983
"583 Bells Line Of Road, Kurmond NSW 2757 AU",150.6828365,-33.5509503
"79 Lee Street, Wellington NSW 2820 AU",148.940825,-32.5487368
"16 Bosworth Road, Woolgoolga NSW 2456 AU",153.1941243,-30.1255458
"33 Griffin Ave, Griffith NSW 2680 AU",146.0278066,-34.2853176
"331 Waterloo Road, Greenacre NSW 2190 AU",151.0592662,-33.8959797
"20 Lachlan St, CONDOBOLIN NSW 2877 AU",146.473921,-33.1091228
"72 Stranraer Drive, St Andrews NSW 2566 AU",150.8279564,-34.0288476
"73-81 Marrickville Road, Marrickville NSW 2204 AU",151.1620938,-33.9131635
"358 Hoxton Park Road, HOXTON PARK NSW 2171 AU",150.8816538,-33.9282434
"41 Minmi Rd, WALLSEND NSW 2287 AU",151.6618639,-32.8896671
"Lot 13 South Western Fwy (Hume Hwy), Pheasants Nest North NSW 2574 AU",150.6364276,-34.2832033
"Lot 12 South Western Freeway (Hume Hwy), Pheasants Nest NSW 2574 AU",149.013979,-34.8372159
"780 Main Rd, EDGEWORTH NSW 2285 AU",151.6151718,-32.9241079
"500 Willoughby Rd, Willoughby NSW 2068 AU",151.1994075,-33.8103845
"105 Eastern Rd, Turramurra NSW 2074 AU",151.131331,-33.7202493
"136 Pacific Highway, Coffs Harbour NSW 2450 AU",153.1180656,-30.2916926
"2 Naylor Street, Cudal NSW 2865 AU",148.743052,-33.2834902
"Cnr Ewingsdale Rd & Bayshaw Dve, Byron Bay NSW 2481 AU",153.57805,-28.637846
"Corner Mamre Road & Wilson Street, St Marys NSW 2760 AU",150.7798494,-33.8287263
"5 Picasso Cr, Old Toongabbie NSW 2146 AU",150.9673428,-33.7863623
"98 Tumut Street, ADELONG NSW 2729 AU",148.0627206,-35.3071956
"283 Main Road, Fennell Bay NSW 2283 AU",151.5998694,-32.9918313
"202 Princes Hwy, South Nowra NSW 2541 AU",150.6042434,-34.9162892
"Bencubbin Avenue, Coleambally NSW 2707 AU",145.8957656,-34.8018968
"795 Luxford Road (Corner Buckwell Drive), Hassall Grove NSW 2761 AU",150.8366775,-33.7352845
"10 Langford Drive, MARSDEN PARK NSW 2765 AU",150.8400435,-33.7212934
"20 Parkersfarm Place, Casula NSW 2170 AU",150.8794728,-33.9595641
"155 Pennant Hills Rd, Normanhurst NSW 2076 AU",151.0901716,-33.7245034
"25 Parramatta Road, Haberfield NSW 2045 AU",151.1427774,-33.8880475
"184-186 The Entrance Rd & Gosford Ave, Long Jetty NSW 2261 AU",151.3855528,-33.4364392
"412-416 Maitland Road & Frith Street, Mayfield West NSW 2304 AU",-103.789917,44.4713494
"Lot 1 Ben Lomond Road, MINTO NSW 2566 AU",150.8503053,-34.0322427
"3529 Greatwestern Hi, Yetholme NSW 2795 AU",149.8298391,-33.4464492
"531 - 537 Glebe Road & Bryant Street, Adamstown NSW 2289 AU",151.7296458,-32.9349777
"474-478 Rocky Point Rd, SANS SOUCI NSW 2219 AU",151.1333772,-33.9908889
"100 Hastings River Dr, PORT MACQUARIE NSW 2444 AU",152.8821651,-31.4289383
"76 Rodd Rd., Canowindra NSW 2804 AU",148.6678182,-33.5612157
"29 Lord St, PORT MACQUARIE NSW 2444 AU",152.9170981,-31.4332584
"2 Cary Grove (Cnr Ben Lomond Drive), Minto NSW 2566 AU",150.8368024,-34.0260519
"2320 Silverdale Rd, Silverdale NSW 2752 AU",150.6188931,-33.8905468
"75 Allandale Road, Cessnock NSW 2325 AU",151.3523615,-32.8245231
"116-118 Railside Ave, BARGO NSW 2574 AU",150.5799724,-34.2929304
"70 Woodburn St, Evans Head NSW 2473 AU",153.4283358,-29.1140944
"2-4 Blaxcell St, GRANVILLE NSW 2142 AU",151.0110136,-33.8362561
"3030 Remembrance Driveway, BARGO NSW 2574 AU",150.5739963,-34.2550367
"599 Willoughby Rd, WILLOUGHBY NSW 2068 AU",151.1997448,-33.803882
"65-99 Hume Highway, Canley Vale NSW 2166 AU",150.9606444,-33.8929918
"32 Moss Vale Road, Kangaroo Valley NSW 2577 AU",150.5217476,-34.7300695
"111 Berowra Waters Rd, BEROWRA HEIGHTS NSW 2082 AU",151.141706,-33.6154723
"27-29 Gunnedah Road, Tamworth NSW 2340 AU",150.9058326,-31.0964775
"52 Mitchell Street, Eden NSW 2551 AU",149.8989066,-37.0651213
"2 Weakleys Dr, THORNTON NSW 2322 AU",151.636091,-32.7924242
"90 Princes Highway, Milton NSW 2538 AU",150.4371123,-35.3170868
"603 Pacific Hwy, MOUNT COLAH NSW 2079 AU",151.1151071,-33.67036
"203 Burns Bay Road, Lane Cove NSW 2066 AU",151.154293,-33.8146194
"134 John Street, Lidcombe NSW 2141 AU",151.0466477,-33.8548225
"1370-1380 Camden Valley Hwy, LEPPINGTON NSW 2179 AU",150.818266,-33.963319
"181 The River Rd, REVESBY NSW 2212 AU",151.0172083,-33.9557049
"166 John St, CABRAMATTA NSW 2166 AU",150.9279904,-33.8941699
"Cnr Wordoo St & Forrester St, ST MARYS NSW 2760 AU",150.7752213,-33.7529885
"9 Flinders St, Wollongong North NSW 2500 AU",150.8931953,-34.4151195
"141-151 Hume Highway Cnr Chadderton St, LANSVALE NSW 2166 AU",150.9571983,-33.8943954
"115 Fairford Rd, Padstow NSW 2211 AU",151.0345043,-33.9433313
"2072 Camden Valley Way, EDMONDSON PARK NSW 2174 AU",150.86491,-33.9566724
"21 Barsden St Cnr Cawdor Rd, Camden NSW 2570 AU",150.6913918,-34.0581504
"16-38 Military Rd, Neutral Bay NSW 2089 AU",151.216528,-33.8291308
"Ramsay Rd & Fairlight Street, FIVE DOCK NSW 2046 AU",-75.0563925,40.1941292
"112-114 Ramsgate Rd, Ramsgate NSW 2217 AU",151.1401398,-33.9844236
"670 New Canterbury Road (Corner Melford Street), Hurlstone Park NSW 2193 AU",151.1300339,-33.9050844
"37 Johnston Street, Casino NSW 2470 AU",153.0489517,-28.8590989
"247 Wine Country Drive, NULKABA NSW 2325 AU",151.345005,-32.7979399
"1595 Mulgoa Rd, Wallacia NSW 2745 AU",150.6408114,-33.864186
"79 Hartley Rd, SMEATON GRANGE NSW 2567 AU",150.7614291,-34.0419619
"431 The Entrance Rd, LONG JETTY NSW 2261 AU",151.4826767,-33.3602295
"68 Goldsmith Street, GOULBURN NSW 2580 AU",149.7192492,-34.7505196
"280-282 Canley Vale Road, CANLEY HEIGHTS NSW 2166 AU",150.9241242,-33.8838593
"1509-1511 Pittwater Road, NORTH NARRABEEN NSW 2101 AU",151.2970501,-33.704667
"1 Gregory Hills Drive, GREGORY HILLS NSW 2557 AU",150.7631914,-34.0199761
"52 Yass Road Queanbeyan, Queanbeyan NSW 2620 AU",149.244643,-35.341474
"629 Pacific Highway, KEMPSEY SOUTH NSW 2440 AU",152.8286098,-31.1286894
"17 Bridge Street, Tamworth NSW 2340 AU",150.9250072,-31.0912452
"16-18 Gill St, MOONBI NSW 2353 AU",151.0699263,-31.0230276
"336 Hay Road, Deniliquin NSW 2710 AU",144.9808897,-35.5229178
"429 Moama Street, Hay NSW 2711 AU",144.8382307,-34.520003
"Cnr Arthur & Maxwell Streets, Wellington NSW 2820 AU",NA,NA
"Cnr Isabella Street and Primrose Street, WINGHAM NSW 2429 AU",152.3721021,-31.8674725
"The Entrance, FORRESTERS BEACH NSW 2260 AU",151.4648999,-33.4059301
"52 Lachlan St, Kempsey South NSW 2440 AU",152.8370597,-31.0935725
"M1 Northbound, Wyong NSW 2259 AU",151.4026795,-33.2560208
"51 Albury Street, HOLBROOK NSW 2644 AU",147.3082701,-35.7306744
"13-15 Pacific Hwy Cnr Costa Ave, CHARMHAVEN NSW 2263 AU",151.5090365,-33.2165287
"M1 Southbound, Wyong NSW 2259 AU",151.405406,-33.2530226
"1 Manning River Drive, CUNDLETOWN NSW 2430 AU",152.5060067,-31.8931758
"1 Bannister Drive, LAKE HAVEN NSW 2263 AU",151.5065393,-33.2433852
"150 Jerilderie Street, Jerilderie NSW 2716 AU",145.7410309,-35.359355
"6 Murray Street, Barham NSW 2732 AU",144.1260868,-35.6297014
"341 Princes Hwy, Bomaderry NSW 2541 AU",150.5947423,-34.8456636
"5 Tweed St, BRUNSWICK HEADS NSW 2483 AU",153.5486152,-28.5381181
"148 Bridges Rd, NEW LAMBTON NSW 2305 AU",151.7141753,-32.9326491
"2-4 Marsh Street, ARMIDALE NSW 2350 AU",151.6726756,-30.5032874
"5-11 Bvd, MORISSET NSW 2264 AU",151.501,-33.115
"422 Newcastle Road, NORTH LAMBTON NSW 2299 AU",151.711111,-32.9096867
"6-8 Queen Elizabeth Dr, ARMIDALE NSW 2350 AU",151.6510721,-30.5034319
"2842 Nelson Bay Rd, SALT ASH NSW 2318 AU",151.928255,-32.7865973
"890 Freemans Drive, Freemans Waterhole NSW 2323 AU",151.4871466,-32.9856867
"103- Newcastle Road, Wallsend NSW 2287 AU",151.6823892,-32.90396
"198 Fifteenth Ave, West Hoxton NSW 2171 AU",150.8316129,-33.9215196
"43 Ferguson Street, CANOWINDRA NSW 2804 AU",148.665412,-33.5622733
"35 Alison Rd, WYONG NSW 2259 AU",151.421091,-33.2834101
"44 Main St, WILLAWARRIN NSW 2440 AU",152.6271,-30.92907
"31 Dangar St, NARRABRI NSW 2390 AU",149.7756612,-30.3297982
"461 Ocean Drive, Laurieton NSW 2443 AU",152.79778,-31.6437716
"63 Sydney Road, Kelso NSW 2795 AU",149.6076334,-33.4191159
"68 Nuwarra Road, Moorebank NSW 2170 AU",150.9557575,-33.9300072
"1 Coast Road, Hastings Point NSW 2489 AU",153.5729403,-28.3559625
"112 Crispe Street, Deniliquin NSW 2710 AU",144.9623989,-35.5397322
"609 Hovell St, SOUTH ALBURY NSW 2640 AU",146.9098021,-36.0869137
"162 Hardinge Street, Deniliquin NSW 2710 AU",144.9515903,-35.534128
"207 Broken Head Road, Suffolk Park NSW 2481 AU",153.6081844,-28.6878688
"29 Moama Street, Mathoura NSW 2710 AU",144.9025198,-35.8128967
"104-106 Elizabeth Drive,, Liverpool NSW 2170 AU",150.9132597,-33.91841
"133-137 Targo, Girraween NSW 2145 AU",150.9519376,-33.7995581
"125 Dora Street, Morisset NSW 2264 AU",151.4815821,-33.1116103
"Cnr Thirlmere Way & Remembrance Drive, Tahmoor NSW 2573 AU",150.5739664,-34.2006773
"262-272 Victoria Road, Rydalmere NSW 2116 AU",151.022179,-33.8090477
"30-40 Alfred Rd, Chipping Norton NSW 2170 AU",150.9648485,-33.924436
"275-277 Princes Highway, Corrimal NSW 2518 AU",150.8962853,-34.3751422
"7 Raby Rd, LEPPINGTON NSW 2179 AU",150.7899891,-33.9957646
"1&3 Rodeo Rd (160 Camden Valley Way), Gregory Hills NSW 2557 AU",-95.712891,37.09024
"217 Wentworth Avenue (Corner Bungaree Road), Pendle Hill NSW 2145 AU",150.9578714,-33.8017951
"44 Hume Highway & Knight Street, Lansvale South NSW 2166 AU",151.108019,-33.8867297
"20 Burwood Road, CONCORD NSW 2137 AU",151.105278,-33.8676125
"52 Cardiff Road, Elermore Vale NSW 2287 AU",151.672359,-32.9144986
"1325 Gloucester Rd, Wingham NSW 2429 AU",152.3647165,-31.8722731
"24 Murray Road, WINGHAM NSW 2429 AU",152.3620174,-31.868612
"1112 Peatsridge Rd, Peats Ridge NSW 2250 AU",151.2347433,-33.3163969
"137 Hardinge St, Deniliquin NSW 2710 AU",144.9519941,-35.5326966
"162-166 Pioneer Rd, TOWRADGI NSW 2518 AU",150.9065372,-34.3841655
"138-146 Princes Highway, Corrimal NSW 2518 AU",150.8977565,-34.3699146
"3 Angaphora Drive, Warabrook NSW 2304 AU",151.7193822,-32.8864097
"109 Gunnedah Rd, Tamworth NSW 2340 AU",150.8955583,-31.0980697
"2 Belinda Street, Gerringong NSW 2534 AU",150.8159657,-34.7455038
"38 Maitland Road, Paterson NSW 2421 AU",151.6165735,-32.6048729
"171 Sydney Road, KELSO NSW 2795 AU",149.6176717,-33.4198381
"262 Maitland Rd (Pacific Highway), Islington NSW 2296 AU",151.7455596,-32.9102266
"74 Bentinck Street (Cnr Russell), Bathurst NSW 2795 AU",149.5817694,-33.4203497
"240 Hume Highway, LANSVALE NSW 2166 AU",150.9526208,-33.8979705
"316 Camden Valley Way, Narellan NSW 2567 AU",150.7351442,-34.0410605
"119 Bridge Street (Cnr Belmore St), Tamworth NSW 2340 AU",150.9167889,-31.0936025
"136-138 Adelaide St, RAYMOND TERRACE NSW 2324 AU",151.7425266,-32.7650378
"Yangan Avenue, Beresfield NSW 2322 AU",151.6319367,-32.8093964
"67 Old Bathurst Road, East Blaxland NSW 2774 AU",150.6224537,-33.7460386
"67-69 Hawkesbury Rd, Westmead NSW 2145 AU",150.98571,-33.8133464
"2 Grenfell Rd, COWRA NSW 2794 AU",148.6791115,-33.8351995
"132 Maitland Road, Mayfield NSW 2304 AU",151.7417873,-32.9018024
"Cnr Dudley St & Punchbowl Rd, PUNCHBOWL NSW 2196 AU",NA,NA
"286 Maitland Road, Mayfield NSW 2304 AU",151.7353566,-32.8971052
"15 Murray Dwyer Circ, Mayfield West NSW 2304 AU",151.7266904,-32.8849634
"97-99 Wattle Road, Jannali NSW 2226 AU",151.0674171,-34.0167138
"59-63 Tudor Street, HAMILTON NSW 2303 AU",151.7518848,-32.9248179
"115 Bellambi Lane, BELLAMBI NSW 2518 AU",150.8995117,-34.3613368
"67 New South Head Rd, EDGECLIFF NSW 2027 AU",151.2311456,-33.8769403
"50 Bells Line of Road, NORTH RICHMOND NSW 2754 AU",150.7200745,-33.5799275
"210 Ashmont Avenue, Ashmont NSW 2650 AU",147.3213551,-35.1222828
"180 Manning St, KIAMA NSW 2533 AU",150.8483065,-34.6825104
"47 Princes Highway, Fairy Meadow NSW 2519 AU",150.8925364,-34.3939969
"6 Hume Hwy, Warwick Farm NSW 2171 AU",150.9307756,-33.9143477
"236 Morrison Road, Putney NSW 2112 AU",151.1084045,-33.8238745
"157 Narellan Rd (Cnr Smeaton Grange Rd), Mount Annan NSW 2567 AU",150.7601859,-34.0467689
"101 Campbelltown Rd, MINTO NSW 2566 AU",150.8353148,-34.0238258
"98 Park Road, Auburn NSW 2144 AU",151.0289206,-33.857141
"41 Boundary Road, Chester Hill NSW 2162 AU",151.007171,-33.8738408
"149 Eldridge Road, Condell Park NSW 2200 AU",151.011942,-33.930709
"542 Princes Highway, Kirrawee NSW 2232 AU",151.0767045,-34.0314143
"2355 Camden Valley Way (Corner Beech Road), Casula NSW 2170 AU",150.8829261,-33.957108
"529-531 Princes Highway & Bath Road, Kirrawee NSW 2232 AU",151.0766345,-34.0315015
"261-265 Princes Highway, Bulli NSW 2516 AU",150.9132751,-34.335641
"1962 Camden Valley Way, EDMONDSON PARK NSW 2174 AU",150.8563928,-33.9537639
"144 Maitland Road, ISLINGTON NSW 2296 AU",151.7479837,-32.9150496
"119 Towradgi Road, Towradgi NSW 2518 AU",150.9035335,-34.3843822
"244 Hawkesbury Valley Way, CLARENDON NSW 2756 AU",150.7890809,-33.608446
"56 Tudor Street, HAMILTON NSW 2303 AU",151.7498731,-32.9242273
"25-33 Erskineville Road, ERSKINEVILLE NSW 2043 AU",151.182151,-33.8988878
"206 Adelaide Street, HEATHERBRAE NSW 2324 AU",151.7372203,-32.7805063
"369 Pacific Highway, Heatherbrae NSW 2324 AU",151.7252287,-32.7912836
"403 Argyle St, Picton NSW 2571 AU",150.6051958,-34.1880103
"2-4 Railway Street, EAST CORRIMAL NSW 2518 AU",150.90882,-34.3743967
"23 Old Pacific Highway, Brunswick Heads NSW 2483 AU",153.5457109,-28.5535366
"257 Guildford Rd, GUILDFORD NSW 2161 AU",150.9887873,-33.8542855
"1109 Argyle St, WILTON NSW 2571 AU",150.6990158,-34.2404767
"172 Hector St, CHESTER HILL NSW 2162 AU",151.0054991,-33.8889235
"340 Pine Creek Way, Bonville NSW 2450 AU",153.0353392,-30.3716871
"115-119 Hume Hwy, Lansvale NSW 2166 AU",150.9587288,-33.8937299
"88 Queen Street, Berry NSW 2535 AU",150.6961114,-34.7756539
"127A Alfred Street, Parramatta NSW 2150 AU",151.0175266,-33.8178101
"77 Old Lake Entrance Rd, Oak Flats NSW 2529 AU",150.8322894,-34.5627299
"38 Kent Rd, NORTH RYDE NSW 2113 AU",151.1159807,-33.7916867
"Shop 1 140-146 Windang Road, WINDANG NSW 2528 AU",150.8716401,-34.5175473
"1540 Windsor Road, Vineyard NSW 2765 AU",150.8626849,-33.6499171
"101 Hector St, SEFTON NSW 2162 AU",151.007148,-33.883908
"Lot 201 John Renshaw Drive, Beresfield NSW 2322 AU",151.5223742,-32.8307364
"69 Fishery Point Road, Mirrabooka NSW 2264 AU",151.553235,-33.1065399
"2203 Camden Valley Way, PRESTONS NSW 2170 AU",150.8724076,-33.9557678
"54 Deniliquin Road, Tocumwal NSW 2714 AU",145.5608178,-35.810786
"58 Lachlan Street, Hay NSW 2711 AU",144.8425558,-34.5127193
"8 Argyle St, CAMDEN NSW 2570 AU",150.7003092,-34.0536932
"100 Collier Street, Redhead NSW 2290 AU",151.710266,-33.00878
"348 Elizabeth Dr, MOUNT PRITCHARD NSW 2170 AU",150.8966295,-33.9031892
"435 Freemans Drive, Cooranbong NSW 2265 AU",151.450238,-33.0879988
"2283 Pacific Highway, 2283 Pacific Highway, HEATHERBRAE NSW 2324 AU",151.7264685,-32.7871896
"95 Campbell St, Moruya NSW 2537 AU",150.0820102,-35.9128632
"15 Clarencetown Road, Dungog NSW 2420 AU",151.7511257,-32.4107657
"119 Stenhouse Dr, CAMERON PARK NSW 2285 AU",151.5971305,-32.896672
"109 CESSNOCK RD, WESTON NSW 2326 AU",151.4561475,-32.8142078
"1642 The Horsley Dr, Horsley Park NSW 2164 AU",150.8637397,-33.8438207
"51 Lambton Rd, WARATAH NSW 2298 AU",151.7194735,-32.9069152
"214 Warringah Road, Beacon Hill NSW 2100 AU",151.2549098,-33.7525722
"4136 Nelson Bay Road, Anna Bay NSW 2316 AU",152.0508901,-32.7695889
"27 Duff Street, ASHFORD NSW 2361 AU",151.0951888,-29.3234059
"180 Stacey & Stanley Streets, Bankstown NSW 2200 AU",-86.780019,40.449436
"102 Church Street, Glen Innes NSW 2370 AU",151.736774,-29.7430363
"102 Milperra Rd, REVESBY NSW 2212 AU",151.0092044,-33.9357815
"275 Canterbury Road & Mavis Street, Revesby NSW 2212 AU",-75.0561543,41.1320023
"162 Gipps Rd, Gwynneville NSW 2500 AU",150.8850162,-34.4161686
"47-49 Tobruk Street, ASHMONT NSW 2650 AU",147.329907,-35.1251682
"Lot 6 Luxford Road, Mount Druitt NSW 2770 AU",150.8266994,-33.7646334
"99 Queensland Rd, CASINO NSW 2470 AU",153.0443083,-28.847914
"156 Pacific Highway, Watanobbi NSW 2259 AU",151.4292296,-33.2742717
"Corner Hume Street And Ducks Lane, GOULBURN NSW 2580 AU",149.6910397,-34.7723165
"58 North Street, Nowra NSW 2541 AU",150.6010854,-34.8723566
"1-3 Beinda St, Bomaderry NSW 2541 AU",150.6051732,-34.8576387
"9 Marsh Street, GILGAI NSW 2360 AU",151.1168591,-29.8536303
"464 Cabramatta Road West, Mount Pritchard NSW 2170 AU",150.9130088,-33.8973308
"1 Myall Quays Boulevard, Tea Gardens NSW 2324 AU",152.149243,-32.65104
"Corner Richmond Road & Dublin Street, Plumpton NSW 2761 AU",-75.7525198,45.3925401
"291 Rooty Hill Road North, Plumpton NSW 2761 AU",150.8404932,-33.7535157
"375 Cressy St, Deniliquin NSW 2710 AU",144.9620059,-35.527325
"70-76 Manning Street (Cnr Wynter St), Taree NSW 2340 AU",152.4583298,-31.9092136
"51 Sharp Street, Cooma NSW 2630 AU",149.1296396,-36.2328557
"2900 Remeberance Drive, TAHMOOR NSW 2573 AU",150.5765719,-34.2442749
"43-57 Shellharbour Rd (Warilla Grove Shopping Centre), Warilla NSW 2528 AU",150.8630556,-34.5469444
"610 Forest Road, Bexley NSW 2207 AU",151.1182976,-33.9574512
"306 Empire Drive, Empire Bay NSW 2257 AU",151.36,-33.49
"64 Cams Blvd, Summerland Point NSW 2259 AU",151.5648251,-33.1382251
"21 Argyle Street, NEW BERRIMA NSW 2577 AU",150.332836,-34.5039225
"Northgate Ctr 224 Princess Hway, Fairy Meadow NSW 2519 AU",150.8917495,-34.4033814
"8 Kosciusko Road, Jindabyne NSW 2627 AU",148.6178748,-36.4149591
"637 Forest Rd, PEAKHURST NSW 2210 AU",151.0687546,-33.9583766
"100 Rookwood Road, Yagoona NSW 2199 AU",151.0369241,-33.8992579
"137 Kenthurst Rd, Kenthurst NSW 2156 AU",151.0053857,-33.6608489
"6 Swettenham Road, Minto NSW 2566 AU",150.831681,-34.0302099
"369 North Rocks Rd, North Rocks NSW 2151 AU",151.0319437,-33.7692826
"360 Armidale Rd, EAST TAMWORTH NSW 2340 AU",150.9614676,-31.1142533
"38 John St, The Oaks NSW 2570 AU",150.5704336,-34.0801266
"690a Great Western Hwy, FAULCONBRIDGE NSW 2776 AU",150.5268409,-33.7065089
"41 Collins St, KIAMA NSW 2533 AU",150.8532894,-34.6680421
"Cnr Pacific Hwy & Old M'Land, Hexham NSW 2322 AU",152.8690518,-30.8010167
"150 Pacific Highway, COFFS HARBOUR NSW 2450 AU",153.1193659,-30.2905784
"132 CAREY STREET, Toronto NSW 2283 AU",151.5938218,-33.0113706
